,tweet,user
0,@wakawakae_e Emg sihhh :' tpi pas liat harga diskon bisa setengahnya tuh nyesek ampe ubun2 kecil :(,hyukdyn
1,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,#RT @GenerasiMilenia: Diskon dan Bonus Goda Pembeli Smartphone di Indocomtech 2018 https://t.co/K4KJQ2wZLp,infoinfokeren
5,@hyukdyn Harga aslinua kan emang segituuu... W kan kaum diskonan jd baru beli pas lg diskon 😂🤣🤣,wakawakae_e
6,"@softestserve wkwkwkwkwk, uwu kasih diskon ya kasih diskon",meaniemars
7,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
8,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
9,@sprinqqday mau deh tp diskon yha 99.9% gimana,sleepingnochu
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"lagi nyari konveksi buat bikin kaos/ jaket/ sweater/ poloshirt/ dll? bikin aja di @same_clothing! Lagi promo lho . BAJU KELAS! DISKON 50% + GRATIS DESAIN, min order 18pcs ❤ . Desain… https://t.co/DD9YgAB9lG",same_clothing
12,"Sangkin sering kena masalah, mau buat kartu member aja biar dapat diskon 10%",Teofilushia_
13,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
14,Suka banget sma semua varian deodorant activelle 😍😍 Bulan ini diskon 50% 👏👏👏  Mau borongs dulu aaah ☺ Mau juga???  Yuk di order,Widapariana
