,tweet,user
0,"@rlthingy Kemarin udah terlanjur checkout shopee karna barang yg di incer udah diskon gede, eh pas mau bayar buka dompet baru inget kalo uang udah ludes buat jajanin adek2ku huhuhu 😂",menjadijodohmu
1,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"Gramedia lagi ngadain diskon 25% selama bulan November untuk buku karya para sastrawan Indonesia. Aku langsung taawudz, inget beberapa undangan nikahan. Juga inget dua buku baru beli minggu lalu belum selese dibaca. Risiko mahasiswa nih, bukan lagi cah kerjo.",SupriyatunTun
4,@JISOOBLOER Ga suka diskon aku tuh :(,AHNYUJINBLOER
5,karena kalo beneran temen tanpa diminta juga pasti ngasih diskon :))) https://t.co/j9koiBYRp4,aidhinasyifa
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,"Sesuai janji kami beberapa bulan lalu, kini program diskon BIG THANK YOU SALE 25% berlaku seluruh Indonesia di sepanjang bulan November ini! Spesial untuk buku sastra! #bukugpu 🌻 https://t.co/F9LNZlKYia",bukugpu
8,@AHNYUJINBLOER Ga ada diskon?,JISOOBLOER
9,"Gramedia lagi ngadain diskon 25% selama bulan November untuk buku karya para sastrawan Indonesia. Aku langsung taawudz, inget beberapa undangan nikahan. Juga inget dua buku baru beli minggu lalu belum selese dibaca. Risiko mahasiswa nih, bukan lagi cah kerjo.",SupriyatunTun
10,"@nctjjeha Berarti harus ganti hape jae, sana beli atau beli dari aku aja ? Ga ada diskon buat jae ya",GYURLEE
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,Gaesss... Promo naik Trans Semarang bayar dengan GoPay diskon 50%. Berlaku mulai 1 November - 31 Desember 2018  Yukkk...kita kemana😉😉  #Transsemarang #terusberbenah https://t.co/UTU6PhTGZx,Transsemarang
13,"Hai, kali ini Haru Grup hadir di Pameran Sejuta Buku Semarang 2018.   👉Auditorium Imam Barjo, Universitas Diponegoro 👉Tanggal, 01 – 07 November 2018 Ada apa aja di booth Haru Grup? Harga mulai Rp. 10K dan diskon 20%, dan masih banyak diskon promo buku lainnya!  #PenerbitHaru https://t.co/kTUbby0UPh",penerbitharu
14,"Beli barang yg diskon 70% biar hemat, lha koook ujung2nya ilang, entah jatuh di jalan ato diambil orang 😩😩😩",Chaar29
