,tweet,user
0,@bellabrigitaa Di malaysia lg diskon bel. 420k dapat 3x500ml,anissabilfaqih
1,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
2,"Pesta Pencinta Buku Sastra, Gramedia Veteran Banjarmasin Berikan Diskon Hingga 2  https://t.co/q8fn6Ey6VE",banjarmasinarea
3,"Temukan peralatan masak berkualitas dari brand favoritmu seperti Yong Ma, Kirin dan Sanken dengan diskon hingga 50%, flash sale 2x dan voucher hingga 150RB cuma HARI INI di https://t.co/zwrZJkZEIS😍 Cek promonya disini https://t.co/LqoRuaY8Vy #jdid #bestkitchendeals #dijaminori https://t.co/1MXRDHJLcx",JDid
4,Dapatkan Diskon Semua Produk Otomotif Besar-besaran di Harbolnas https://t.co/yIpFBnXssd https://t.co/nQbHHxZxHv,dedisuparman87
5,@GisellaCik @Twit_Opini @Irenecutemom Mumpung masih ada umur itu di mall ada diskon 90% lumayan,zaenaltea3
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,Rayakan Grand Opening FLIX Grand Galaxy Park November ini!  Diskon 15% @VanLanda Kettle Chips / #hydrococo.  Mari rayakan bersama di bioskop FLIX di lantai 2 @ggpmall Bekasi!  #GrandOpening #FLIXcinema #ggpmall #ggpmallbekasi #bekasi #grandgalaxypark #bioskop #Promo https://t.co/taTnGY3MBq,FlixCinemaID
8,Beli perdana XL Xtra Fun diskon 5ribu. Dapatkan di Indomaret selama periode 16 Oktober - 30 November 2018. #Indomaret https://t.co/LExWmzByhu,Indomaret
9,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"Banyak Diskon di Stand iBox Indocomtech 2018! Ayo kunjungi stand iBox di Indocomtech 2018, Hall A-A3B, Jakarta Convention Center.  Diklikaja tautan ini: https://t.co/JRsC3EHlcO  #DiKlikAja #Pameran #Indocomtech2018  #iBox #OptimuZ #PQI #Alto #Kajsa #nmaxn #Apple #Indocomtech https://t.co/SBtBSlxagc",DiKlikAja
12,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
13,"TRIO PANGERAN BIRU💪🤟 Hayu luur, Kita ramekeun PERSIBDay lurrr, dapatkan diskon:  1. Jersey PERSIB Original Authentic 2018 diskon* 10% 2. Jersey PERSIB Original Replica 2018 diskon*… https://t.co/0bjPCgSa79",Store_Persib
14,"Ketika beli baju karena diskon, sampai rumah ternyata udah punya, ya anggep aja stok deh... #ripmymoney",maharaniputrio
