,tweet,user
0,@rahagyu29 @bayu_joo Jadi misal harganya 100rb diskon 70% + 30% Cara penghitungannya 100rb - 70% = 30rb Lalu 30rb - 30% = 21rb. Jadi masi ada yg harus dibayar ga gratis juga 😭😭,gardagagar
1,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
2,Diskon Tas serut Bucket bag Tas selempang wanita fashion korean style Berkualitas - https://t.co/oBSpp00el1  #NewArrivals #Indonesia #jual #jualan #jualonline #jualmurah #jualanku #jualanonline #jualankaka #dijual #diskon #diskonbesar #NoHoax https://t.co/q4k9SgOboK,store_ta
3,"Hari ini lebih besar, lebih ramai, lebih banyak diskon, dan banyak hadiah! C U Indocomtech PlayStation Asia PSe Gameshop",psegameshop
4,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
5,PREDIKSI TOGEL SYDNEYPOOLS JUMAT 02 NOVEMBER 2018  AS : 1/2/6 KOP : 7/9/5 KEPALA : 3/0/6 EKOR : 1/5/8 ANGKA IKUT : 0/2/9 COLOK BEBAS : 6/7/1 CONTROL : 6/8/3 HOT 2D INVEST LINE : 0/3/5/6/7/8 (60 LINE)  Dapatkan info cepat dan diskon besar pembelian togel di https://t.co/Zak9l4YSPd https://t.co/EbzqHnF5lE,turbo4d
6,"@rlthingy donlot appnya, bikin akun, masukin kode akuu NQWW26 trus dapet diskon deh",plumptish
7,@sylverispell @womanfeeds Travel*ka sis. Tp tergantung harinya. Kalo weekend gini emang naik jd 300an. Kmrn booking hari senin dpt 230rb trus dpt kupon diskon dr travel*ka nya 25rb jadi cuma 205rb.,adlapp
8,"Barang baruuu. Masih anget nihh, tengok yuuuu.Kode : high heels kece Harga : 115.000 Size : 36-40 Yuk diborong guysss! Beli banyak dapat diskon :3 https://t.co/6i1h51fNxy  profiklan iklanOnlineShop",SepatuDocmartku
9,@nctsnajemin Sungguh tidak seru. Diskon deh??,Jung94L
10,"Dear customer, khusus hari ini utk pelanggan yang cakep dan sopan diberi diskon seribu rupiah per item yak. Thx.",3continental
11,@dygx_ @CindyPraaa Hahaha racun diskon tuh ya emang menggoda iman 😅,vinnyalfnitmi
12,"Paket liburan ke #Hongkong murah!  4 Hari 3 Malam ke Hongkong cuman 7,5 juta-an per orang! Diskon untuk anak dibawah 12 tahun.  Harga paket sudah termasuk : - Tiket Pesawat Garuda… https://t.co/YlcEnLCWfP",nguraheka
13,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
14,Persamaannya adalah... Sama-sama lagi diskon s.d 1 juta (ada 50 rute lho!) Oke banget kan buat liburan akhir taun? 🥳  Buruan cek kode kupon tiket pesawat di sini https://t.co/lxDEHY1O3O https://t.co/Lr9NhyfpnV,traveloka
