,tweet,user
0,"Saksikan penampilan Guns N' Roses di Jakarta! Dapatkan langsung tiketnya melalui https://t.co/zSFqqIRvpR dengan kode promo BCAGNR20 untuk menikmati #BCAPromo diskon 20% dengan @KartuKreditBCA, Sakuku, BCA Virtual Account, dan BCA Klikpay hingga 8 Nov 2018. https://t.co/gfD5KtmAlW",KartuKreditBCA
1,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
2,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
3,Yuk di cek Katalog GIANT EKSPRES PESTA DISKON periode 01-30 November 2018 | Temukan berbagai penawaran spesial selama bulan NOVEMBER 2018 | Informasi selengkapnya disini https://t.co/fxCj4ZtGMl,katalogpromosi
4,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
5,"@ShoutOut3Sub &amp;&amp;.     ""Ada diskon tidak, buat yang sering datang ke sini?"" Ia bertanya kepada seorang puan di belakang mesin kasir.",penetrage
6,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
7,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
8,Aku suka diskon dan cashback,hananhas1
9,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
10,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
11,Jangan lupa gunakan @KartuKreditBCA Visa &amp; Mastercard setiap berbelanja di https://t.co/T46wi9x35x untuk menikmati #BCAOnlinePromo diskon hingga Rp 200rb untuk semua produk setiap harinya hingga 31 Des 2018. https://t.co/tvBNvE7Gly,KartuKreditBCA
12,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
13,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
14,"Karena hari ini hari Jumat, nih saya kasih promo hemat :  2 bioglass diskon 300 rb, masih dapat FREE kalung pendant😍",sellyriantica
