,tweet,user
0,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
1,"@bayu_joo Gue kalo liat diskon 50% atau 70% gak terlalu fokus, yang jadi fokus gue kalo liat diskon itu adalah harga awalnya berapa",Rp1899
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,@rahagyu29 @bayu_joo Jadi misal harganya 100rb diskon 70% + 30% Cara penghitungannya 100rb - 70% = 30rb Lalu 30rb - 30% = 21rb. Jadi masi ada yg harus dibayar ga gratis juga 😭😭,gardagagar
4,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
5,"guys bantu retweet ya.  OT: dijual dengan harga DISKON 50% satu set tempat tidur double bed anak-anak, dari Rp 16 juta menjadi Rp 8 juta saja.   100% hasil penjualan akan DISUMBANGKAN UNTUK KORBAN BENCANA GEMPA LOMBOK/PALU.   hubungi: 081212894455 (Nia - Ayo Dongeng Indonesia). https://t.co/k8FdzCbWDM",rossonerifreak
6,"Kamu lagi cari jaket, tas atau sneakers? Anyway, siapin saldo TCASH yang banyak karena deretan local clothing brand ini bakal ada di #simPATIKickfestXII #Bandung tanggal 2-4 November 2018! Yup, belanja #PakeTCASH bisa dapat diskon dan cashback hingga 20% lho! https://t.co/GDQ5EhtRcn",simPATI
7,Ohlins Tawarkan Diskon Khusus untuk Motor Matik di IMOS 2018 https://t.co/3USc1naNta Follow @gootodotcom,tempodotco
8,Ohlins Tawarkan Diskon Khusus untuk Motor Matik di IMOS 2018 https://t.co/3USc1naNta Follow @gootodotcom,tempodotco
9,@ellmaanm hooh. siap siap borong buku wkwkwkwk diskon besar besaran.,leeayoghurt
10,Ohlins Tawarkan Diskon Khusus untuk Motor Matik di IMOS 2018 https://t.co/3USc1naNta Follow @gootodotcom,tempodotco
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,"Blibli Produk Otomotif Pilihan, Diskon Ekstra 10% https://t.co/5jefF9hFxp https://t.co/5jefF9hFxp  #kupon #voucherdiskon #kuponbelanja #promo #sale #olshop",kuponku2
13,@___klikmaya tadi pagi uts terakhir terus abis itu balik ke asrama nyuci baju terus ga sengaja buka shopee liat makeover diskon jadinya tertarik dan nonton youtube nyari shade yang bagus sampe sekarang😂,akunleyeh
14,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
