,tweet,user
0,@pieroindonesia min sepatu Jogger rs premium evo kena berapa diskon di Jakcloth solo? https://t.co/5j8mnLcW8y,Sky_Blues1894
1,@nona_tintin1 hahah berarti nafsu liat barang diskon lbh besar dri pd liat cwo ganteng 😄😄,vikar_rockes
2,"Wajib tonton , Salim bib.  *bantu promosiin akun youtube biar saya dapat diskon klo beli buku https://t.co/vlRVr8aSpL",_Sai_ful
3,orang2 liat barang diskon 50% langsung diborong  aku liat barang diskon 50% ngitung dulu harganya jadi berapa setelah dipotong diskon eh tetep ngga kebeli,bayu_joo
4,Makin seru nih.. OVO vs Go Pay vs DANA. Yuk ayuk obral diskon teruss,kurniawankukuh
5,"@gojekindonesia 10 vocer go ride 2 vocer diskon di Menteri Indonesia, Tebet Jaksel 1 bocer go pulsa  Dan baru terpakai yg gocar ;)",DianVeei
6,@nona_tintin1 kalo ada cowo ganteng di mall yg lg diskon 50% gimana?! hahaha.. :D,atsahkarp
7,Dapatkan diskon 30 % dari Kimochi Me di Lazada ketika kami pakai voucher promo ! Kumpulkan sekarang voucher nya dan siap siap diskon menantimu di campaign 11:11 !! Buruan Kimochi Lovers ^^ https://t.co/1FmUwmBA08  #voucherlazada #promo #diskongede #diskon #bajumalam #juallingerie,kimochime_sexy
8,Dapatkan diskon special hingga 80% untuk pilihan sepatu cantik dari Farish yuk! Beli Aja:. #MatahariMall,roslisye145
9,"Promo Oktober Annual Pass 290.000 sampai tanggal 11 oktober, Promo STNK Motor diskon 50% dari tanggal 12 Oktober-13 November 2015. Trims.",Dufan
10,Daftar Hotel Diskon di Surabaya https://t.co/Rv7yJ6tWKZ #hotel #surabaya #infohotel #hotelsurabaya,pwidiinfo
11,AKU INGIN MENCINTAIMU SEPERTI PRINGLES KEPADA DISKON'AN,randy_kempel
12,Sendal jepit ku terasa lebih elegant dianatara hils pemburu diskon,JulianaJangs
13,"Dowoon   🐶modal dong di mah pake Tossa 🐶selain sayur dia jg jualan gas 3kg wkwk 🐶 plus jasa masangin tabung gas 🐶Udh ada bandrol harga jd ga usah bnyk nanya 🐶mahal bgt nih petenya?! ya udah sy diskon 5% krn ibu langganan dy 🐶buibu sibuk belanja, dia ngegame 🤧 https://t.co/3zrOy0dvNJ",n_agustinaaa
14,3 days sale hanya 3 hari saja 2-4 nov 18 Nikmati promo diskon 10 % untuk semua produk harga normal dan khusus unruk member Ace Rewards Tunggu apa lagi Hanya di Ace Hardware Epicentrum… https://t.co/3tDDCYDSYb,LEM_Official
