,tweet,user
0,@HaloBCA mau tanya dong. Kalo BCA SQ Visa kalo ambil cicilan 0% apa tetap dapet milleage? Karena ini saya belanja di merchant katanya kalau mau dapat diskon harus ambil cicilan 0% 3 bulan tapi saya gatau apa tetap bisa dpt poin atau tidak,Mademahendra
1,ikut meramaikan pesta diskon buku dari  @mojokstore @BukuMojok  maaciwww 💕 https://t.co/gPeYSu3WIJ,ninoviyanti_
2,@rlthingy Belinya pas diskon dong:D https://t.co/gKS4Y6sakX,yongsh00k
3,@itsungha @womanfeeds sudah diskon 44% padahal tp masih saja ku mengelus dada lihatnya,sariwangimelat1
4,sukanya gini ibu kantin baik hati harga selalu di diskon kadang malah gak boleh bayar nikmatnya di SD😂😂😂,prihatinbaik
5,"[PreOrder] Disforia Inersia  karya tulis kedua dari @wiranagara ini sudah bisa dipesan secara PreOrder dengan diskon &amp; tanda tangan penulis.  Jika ingin memesan, isi data di alamat URL: https://t.co/adfzMzCS7v.  Form ini hanya berlaku pada 25 Oktober 2018 (satu hari saja). https://t.co/hfybcrutyg",mediakita
6,"Dokter: teh berat badannya berapa? Aku: 40/39 biasanya dok Dokter: okay 37 diskon (sambil jalan)  ** Penasaran sama BB ku skrg😭, si dokter teh kalau nebak jujur amat😑😪",dasty_Kurnia05
7,@meipandas Beli lah mumpung murah. Kapan lagi diskon wkwkw,jeisyoon
8,@rlthingy Iso ae bang goleki diskon akhir taun wkwkwk,janganngegas
9,@rlthingy Diskon akhir tahun 😂,TiaChan10
10,@REXSHIXUN Iya lagi diskon. Kak evan mau ikutan pake diskon?,RExJIHEON
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,@rlthingy diskon akhir tahun 😂😭😂😭,santakrush
13,"SPECIAL PROMO dengan Diskon hingga 10% + 10%, khusus untuk tipe Private Estate di Starlight Mansion.  Promo berlaku 3 Nov 2018 – 30 Nov 2018 *Syarat dan Ketentuan berlaku  Hubungi kami di… https://t.co/IBYwgaYb3W",San_Diego_Hills
14,minta diskon buat ga bls mt nya ya yang😭 scrollnya susah @kfrysta,kiijongin
