,tweet,user
0,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
1,"Promo diskon spesial 15% dalam rangka Grand Opening outlet Lapis Malang Batu.  Yuk datang ke Grand Opening outlet Batu, Sabtu, 03 November 2018 di Jl. Diponegoro 171 C (Depan Lippo Plaza Batu).  Ada hiburan cosplay keren juga loh! https://t.co/0pd51x4ytB",LapisMalang
2,@chaezelnuts Nunggu diskon 100%,jaehyunfh
3,Selamat! Anda mendapatkan tiket pulang-pergi dengan diskon 75%. #TQ #ehsalah #AkibatKebanyakanNyariTiketPromo,TiketPesawat_1D
4,Mumpung lagi diskon LAP X KANG DANIEL  Yang mau langsung PC aja ya 😊  Sweater/hoodie Nomer 1 harganya 275k Nomer 2 harganya 370k Nomer 3 harganya 400k Nomer 4 harganya 430k  Tas Nomer 1 harganya 190k Nomer 2 harganya 400k Nomer 3 harganya 530k https://t.co/udGpGBeJXF,nawannass
5,orang2 liat barang diskon 50% langsung diborong  aku liat barang diskon 50% ngitung dulu harganya jadi berapa setelah dipotong diskon eh tetep ngga kebeli,bayu_joo
6,"Hallo Booklovers Medan!! Promo Buy More Save More berlaku di seluruh Books&amp;Beyond Medan, beli yang banyak bukunya biar dapat diskon besar ;) Jangan lupa bayar pakai OVO untuk dapatkan cashback lagi 10%! Yuk langsung merapat guys! https://t.co/b6Id42X1TF",books_beyond
7,Mumpung lagi diskon LAP X KANG DANIEL  Yang mau langsung PC aja ya 😊  Sweater/hoodie Nomer 1 harganya 275k Nomer 2 harganya 370k Nomer 3 harganya 400k Nomer 4 harganya 430k  Tas Nomer 1 harganya 190k Nomer 2 harganya 400k Nomer 3 harganya 530k https://t.co/udGpGBeJXF,nawannass
8,Ini blm ada ya konser kpop yang bisa pake kartu pelajar buat diskon?,kegobloganrpw
9,"@ain7281 @susipudjiastuti Iya. Impor dari Indonesia. Sedang diskon jadi $5.99 per pound (435,5 gram)   https://t.co/J8fiXpje9t",tey_saja
10,"KAI ngasih diskon ke Jogja tapi terlanjur beli dia.  Oke, belum saatnya naik bisnis class. https://t.co/gd0GlGxgRC",ilakarimy20
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,"Koleksi Terbaru Goldmart Supermal Karawaci, Dapatkan Diskon Hingga 40% | Palapa News https://t.co/VilW13a5I7",palapanews
13,Mau kemeja zara keren diskon sampai dgn 50% ? Kunjungi Senayan City Lantai 2 https://t.co/Y9c4J8QVLf,LagiSale
14,Promo HYPERMART Katalog Hypermart JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/phw2z8VKpe https://t.co/phw2z8VKpe,harga_promo
