,tweet,user
0,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
1,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
2,Pen &amp; Paw menjual kaos-kaos branded dan murah2.. DISKON 10% untuk ALL ITEM!! buruan add 2256EA97 ##penandpaw,penandpaw
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
5,"Diskon Besar""an Nih Di ijenorensdistro Buruan Yg Pengen Cari Atribut / Merchandise Pusamania Silahkan Dtg Ke ijenorensdistro .. https://t.co/3Iyy4sLIG3",zhelyndezo
6,Promo TOSERBA YOGYA Katalog JSM Akhir Pekan 2 - 4 November 2018 | Lihat info selengkapnya di https://t.co/YkLmgbpq1y https://t.co/YkLmgbpq1y,harga_promo
