,tweet,user
0,Periode Promo Klinik Kiara HealthCare 1 November - 31 Desember 2018 UNTUK MU GURU Bakti Kami Untuk Kasihmu Diskon 35% untuk pemeriksaan medis dan laboratorium khusus untuk Guru di seluruh Indonesia. https://t.co/QE3lJjyZsj,KiaraHealthCare
1,"Headphone JVC paling mini, paling ringan, dan paling ringkas. Tipe apa ya ini😋  #JVCSound #PROMO #Murah #Diskon #headphone #earphone #audio #audiophile #audiopro #HiRes #musik #proaudio #indonesia #Headset #Headsets #Tokopedia #OfficialStore #Resmi #musikindonesia #musikhits https://t.co/rAyKEYiETT",JVCSound
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
5,@rahagyu29 @bayu_joo Jadi misal harganya 100rb diskon 70% + 30% Cara penghitungannya 100rb - 70% = 30rb Lalu 30rb - 30% = 21rb. Jadi masi ada yg harus dibayar ga gratis juga 😭😭,gardagagar
6,"Brands favorit sekelas Fossil dan FujiFilm siap bikin kamu menjerit! Gimana enggak, semuanya bakal kebagian cashback 100% dan diskon sampai 70%. Buruan #BlibliSekarang,  hanya di #HisteriaJeratJerit, kalau kamu gak mau kehabisan.",bliblidotcom
7,"Hi Friends, kami hadir kembali tahun ini di Indocomtech. Langsung mampir ke booth https://t.co/69vHdY5m72 buat kamu yg lg cari gadget terkini dgn diskon yg luar biasa. Yuk ke Hall A JCC Senayan! #BliblionIndocomtech https://t.co/t3ONiujGt7",bliblidotcom
8,Lelang online dimulai dari harga 10rb hingga flash sale diskon hingga 65% hanya di booth https://t.co/69vHdYmXvC Hall A Jakarta Convention Center. #BliblionIndocomtech https://t.co/o9WNXBEUs0,bliblidotcom
9,"Update apps https://t.co/69vHdYmXvC sekarang buat maen game #HisteriaJeratJerit! Dapatkan ekstra diskon hingga 500rb. Yuk kunjungi booth Dell, IT Galeri dan Canon buat scan QR Code-nya. #BliblionIndocomtech https://t.co/mZiKp21O4F",bliblidotcom
10,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
11,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
12,"@bayu_joo Yang miskin beneran mah tau itu kaga gratis, udah jago ngitung diskon doang walau tetep ga kebeli juga. 😂",aroselina
