,tweet,user
0,"Yang langanan beli ayamnya pas lagi diskon aja, doyan komplain sampe2 suka seenaknya masuk kantor buat ketemu sama yang ngurus kantor https://t.co/G2FTCYWq06",jisaxy
1,"Yuk kak yg mau tanya"" seputar oriflame silahkan yahh atau via wa boleh kooo 082269611823 Dan yg mau diskon cuz aku tunggu 😘😘😘💝💝💝",DiahRizkiNurK
2,"@RExJIHEON Diskon? Dimana tuh, enak juga ya jadi hemat",REXSHIXUN
3,"Masih dibuka juga preorder untuk buku karya Prof. Dr. Ahmad Syafii Maarif ""Islam &amp; Politik"" (Upaya Membingkai Peradaban). Dapatkan diskon 25% untuk pembelian sampai tanggal 10 November 2018 https://t.co/n6maxeDqqH",divapress01
4,"Yang langanan beli ayamnya pas lagi diskon aja, doyan komplain sampe2 suka seenaknya masuk kantor buat ketemu sama yang ngurus kantor https://t.co/G2FTCYWq06",jisaxy
5,kemarin masih diskon. bye diskon😭😭😭,wongyucci
6,Lazada Klaim Pesta Diskon 11.11 Bebas Penipuan Internal https://t.co/DEmFrYnmvN,CNNIndonesia
7,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
8,@fakhriyyafauzan Oyaa?wkwk grand openingnya kapaan? *menanti diskon*,yustikadw
9,"Yang langanan beli ayamnya pas lagi diskon aja, doyan komplain sampe2 suka seenaknya masuk kantor buat ketemu sama yang ngurus kantor https://t.co/G2FTCYWq06",jisaxy
10,"@AetraJKT Coba kalau setiap air molor aliranya ketika bayar tagihan ada DISKON 20%, karena dirugikan para pelanggan bisa lebih dari itu.  Setuju ga yang lain???",mqdafi12
11,"Hallo Booklovers Medan!! Promo Buy More Save More berlaku di seluruh Books&amp;Beyond Medan, beli yang banyak bukunya biar dapat diskon besar ;) Jangan lupa bayar pakai OVO untuk dapatkan cashback lagi 10%! Yuk langsung merapat guys! https://t.co/b6Id42X1TF",books_beyond
12,Help RT  PO Wanna One Power Of Destiny album  250k + poster (diusahakan)  Fix price  Beli &gt;5pcs diskon 10k/pcs  Lucky draw✔️ Freebies ✔️ Shopee ✔️ Ready pertengahan/akhir desember  More info https://t.co/TpuQuAlnHP,pengabdioppaa
13,@rlthingy IYA NDER LAGI PROMO SH*TTT DIBAWAH 50K KALO GASALAH DI WATSONS. DI UNILEVERNYA BRP YAA LUPA GAJAUH BEDA POKOKNYA. KZL BANGET 2HARI LALU BARU BELI HIMALAY4 EH TAUNYA HARI INI ST IVES DISKON. MAAP NI JD CURHAT. GREGET,matchalaett
14,"@REXSHIXUN Iya, udah operasi plastik nih lumayan mumpung lagi diskon.",RExJIHEON
