,tweet,user
0,"Cardholders, sudah waktunya mengganti springbed? Jangan lupa datang ke DAP Fair di Senayan City yah. Cardholders bisa menikmati diskon hingga 70% + 10%* + cashback 500 ribu dengan #mandiricard loh https://t.co/h8IYOGjvcB https://t.co/kjKRSHkYIh",mandiricard
1,"Masih ada 2 barang fs yg belom nyampe tapi udah mau beli slogan lagi, trus LAP lagi diskon:( baru awal bulan udah mau boros aja😭",baejinian
2,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
3,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
4,Diskon 70 % Produk Kecantikan dan Kosmetik di Bukalapak https://t.co/uq7Ta1TTwK https://t.co/kvNWQS3yj3,jegudcom
5,HappyFresh sangat membantu saya dalam berbelanja kebutuhan bulanan. Sign up yuk untuk diskon RP50K + Biaya Antar! Gunakan link: https://t.co/FYaM9ciBUy,mellagustina
6,@indra_bepe7 Halo mas.. Udah nyobain diskon 10% blm? 😀,Trimurti_TM
7,"@bayu_joo Gue kalo liat diskon 50% atau 70% gak terlalu fokus, yang jadi fokus gue kalo liat diskon itu adalah harga awalnya berapa",Rp1899
8,@womanfeeds Pake deo yg diskon di swalayan😂 https://t.co/HePSZQAEMN,stuwnning
9,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
10,Gabung di Grup Hematku dan dapatkan diskon spesial! https://t.co/RwTRCnuL4b https://t.co/JaIz5gWAM8,syaharaqia
11,Daftar Hotel Diskon di Jakarta https://t.co/K16TdLJ1sr #hotel #hoteljakarta #bookinghotel #infohotel,pwidiinfo
12,"@educationfess bisa. aku kelas sbm dong. pake kode referalku sini, nanti dapat diskon 35-40% ABDULLAHTDVILN",asoftboyie
13,"KARENA SEKALI GAPERNAH CUKYUP!!! ""PEKAN FASHION DISKON"" - #ShoppingDiscountWeek 2018 . Masih dalam rangkaian #DISKONULANGTAHUNYOGYA2018 Nikmati &amp; jangan sampai ketinggalan ya PROMO FASHION HANYA 2 HARI . Berlaku disemua Cabang Yogya &amp; Griya 3-4 November 2018 . Happy Shopping! https://t.co/qWQnRLl414",info_yogyagroup
14,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
