,tweet,user
0,"@detikcom @wolipop Saya beli kalo diskon dibawah 100rb, kalo gak diskon gak beli.. hayoooo detik mau bandingin apa lagi...",eko319
1,"Setiap Jamaah Hasanah Tour, mendapatkan Hasanah Card yg bisa berfungsi sbagai Kartu Diskon utk keberangkatan berikutnya sekaligus sbgai Kartu Alumni dan Member Hasanah seumur Hidup. #melayanisepenuhhati #hasanahtour #ukhuwahgroup",BoyHadiKurnia
2,"Yuk ikutan SOGO Big Sale! Nikmati promo menarik berupa voucher hingga Rp500 ribu dengan #mandiridebit dan #mandiricard. Ada juga tambahan diskon dengan #fiestapoin. Buruan, jangan sampai ketinggalan ya Cardholders! https://t.co/5UvtIf7nhY https://t.co/ucQyNOtiwV",mandiricard
3,H : Teh aku pengen nike hijab T : Tapi yang itu ga dapet diskon deek   Ooobaiklah #Gagalgaul #CrazyPoorAsians,hennyokta
4,Yuk di pesan sebelum harga naik.. Promo tahun baru sudah ready..  ** BIG DISKON SPECIAL PRICE **  Info. Fajar Daihatsu 0812 9334 2450 (Tlp / WA),fajardaihatsu
5,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
6,@leejjenno @lonjuinh Anak dajal 😭😭😭 Mau yang jenis gimana nih pawang nya bisa request lagi diskon nih ayo terbatas lho waktu diskonnya,najaemifn
7,Transaksi di Trans F&amp;B gunakan voucher diskon aja! Diskon mulai dari 20-25% dgn mengirimkan SMS ke nomor 08 111 89 5757 &amp; ikuti langkah selanjutnya. Selengkapnya klik disini https://t.co/zXrbRtjkHJ #VoucherDiskon #TransFnB #BenefitTransvision https://t.co/oA9HeVk736,TransvisionID
8,"Ehh kapan lagi min, itu banyak stand nya lagi keliling nyari diskon wkwk https://t.co/LI86GDI2C5",cikopiii
9,diskon kalo belinya banyak sama aja ya sama sama bangkrut :)),alvinrdna_
10,"Tunik Shireen Ukuran: M-XL tercantum di gambar, no accessories Bahan: tercantum di gambarnya Harga ecer: 135rb/pcs  Beli banyak dapat diskon Reseller/Dropship welcome  Contact &amp; Order:… https://t.co/YPDLjywkkr",ria_indra
11,"Dan promo satu lagi, bagi yg berulang tahun di bulan november, diskon 20% deh, cuco kan? Syaratnya tunjukkan ID kalian supaya tidak ada dusta diantara kita... Yuk yg di area jogja dan lagi butuh pijat  #pijatjogja #pijatpria #pijatpriajogja #gayjogja #massagejogja",69_anasadam
12,@arinschu untuk arin saya kasih diskon 1%,ptgmaknae
13,"Setiap Event, Hari Besar dan Peringatan kami memberikan Promo, Diskon dan Sureprise lain",HamaruHandcraft
