,tweet,user
0,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
1,"Diskon up to 90% mulai dari harga Rp 5.000!! Cuma di Big Bang Jakarta 2018, https://t.co/QyYGJUl5qq akan diskon gila2an produk Tomica, Auldey, dan masih banyak lagi produk2 lainnya. . Kunjungi booth… https://t.co/Ja9v9WXaEv",bigbangjakarta
2,Gramedia gamau kasih diskon international best selling books nya apa ya?,pearldallass
3,"@camomiIeu Tetep w mau hasut, hari terakhir ayo banyak diskon dijamin. Ditambah danilla dan hivi:)",cikopiii
4,"Wih, ada paket buku bagus tapi murah, Luuur... Sudah diskon besar, dapat bonus buku lagi. Ntap... silakan digaaaas... di @mojokstore https://t.co/epN4MDKYBj",Puthutea
5,DOMINOS PIZZA Promo DISKON 20%* untuk menu ala carte* (Pizza  Nasi &amp; Pasta) dengan Kartu Kredit BCA | Lihat informasi dan ketentuan selengkapnya di https://t.co/oNy11ejfYi,katalogpromosi
6,@meilifkiana01 Ehhmmm entuk diskon ki,norma_fitriya
7,Gabung di Grup Hematku dan dapatkan diskon spesial! https://t.co/XEtsvbSPBx https://t.co/dwZyyL2xoW,dhe01538030
8,Jual tiket kygo hub wa 085215246090 diskon https://t.co/TDAjxVOY9I,HandokoRuswito
9,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
10,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
11,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
12,Jual tiket kygo 2 nof live jiexpo Ga 'vip'vvip diskon hub 085215246090 wa,HandokoRuswito
13,GO WET WaterPark Promo Diskon 50% untuk pembayaran dengan TCASH* | Lihat informasi dan ketentuan promosi selengkapnya hanya di https://t.co/LKzWOiBp1A,katalogpromosi
14,"Info diskon sport station dong guys  Yhaaaa aku memang pengen nggaya tapi modal diskonan, mau apa lo -_-",sellyfidiaa
