,tweet,user
0,"Untuk pelanggan Toyota area Palu, program diskon kami untuk meringankan beban anda #palubangkit #palukuat #toyota #hasjratabadi https://t.co/GR0OMQB1cj",fridsk
1,"Nah siapa nih yang sudah nungguin diskon di MAP? Cardholders, diskon MAP kali ini hingga 50% loh. Yuk kapan lagi kan? Langsung gunakan #mandiricard dan nikmati diskonnya #mandiripromo https://t.co/9oWxw9g4up https://t.co/68azTfPPRQ",mandiricard
2,"yuk mampir ke @warunk_upnormal!, biar kamu bisa dapet diskon 15K. Caranya adalah: download apps iLOTTE, klik PROMO page, pilih iLOTTE Free: Diskon 15 Ribu Upnormal, tunjukkan ke kasir.  Selengkapnya, check di sini yah ✓: https://t.co/vIJ8qN34ih #iLOTTE.id #iLOTTEaja #Promo https://t.co/2YiaORplw3",iLOTTE_id
3,"@SugaSyupD @puffguk Kemarin diskon di sociolla, sekarang udah ga ada lg diskonnya",clubyoonmin
4,Tangkap maskot dan jerat diskonnya! Ayo mainkan games jerat jerit di merchants keren di toko terdekat. Cashback dan diskon dari 1.100 stores super keren bakal buat kamu menjerit! Buruan sebelum ketinggalan serunya #HisteriaJeratJerit #BlibliHisteria https://t.co/8PDiuCFFlG,bliblidotcom
5,ENIESQGJYIX yuk pakai Kode nya dan nikmati 35% Diskon nya 😊 #BelajarjadiSeru https://t.co/xsOylAlXVu,enabilafts
6,@recarecaw sneakers lebih pro kalo diskon bisa auto jd makelar kalo borong bnyk,agngprsty
7,Produsen roda dua memberikan beragam promo menarik selama IMOS 2018 https://t.co/2Xc7a1eEoc,kompascom
8,"Cantik dan sehat sepanjang hari!!  Pilihan kosmetik, skin care dan vitamin untuk kencantikan dan kesehatan Kamu diskon 69%!!  Belanja sekarang yuk &gt;&gt; https://t.co/dK0vdos9jh https://t.co/GRZ2PaCKJJ",alfacartID
9,Yuk kunjungi FESTIVAL BUKU KARANGANYAR 2018! Jangan lupa mampir ke stan Indiva ya... Diskon sampek tumpah-tumpah... BACA GRATIS di tempat... https://t.co/x3mNyTzuu1,penerbitindiva
10,"BeFree Tour Special Rainy Deals!! Hujan berkah di bulan November. Dapatkan diskon Rp10.000,- untuk pembelian aktivitas/wisata dengan minimal transaksi Rp100.000,- . Buruan booking sebelum kehabisan, jangan sampai sedih menggenang. info selengkapnya➡️https://t.co/Bu4AOMuRsM https://t.co/7PzEXx0UPm",befree_tour
11,Pre-order sampai tanggal 15 November 2018 ... WALDEN - Henry David Thoreau Harga normal: 100k Harga pre-order: 75k (diskon 25%) Tebal : 420 hlmn Jenis : memoar ... Dalam kegelapan yang… https://t.co/exg37xhM29,paperplanebooks
