,tweet,user
0,"@KjtiOfficial ya siapa tau tergugah punya jersey timnas terbaru dengan diskon lumayan kalo itungan jersey fresh, tinggal 700an tuh... https://t.co/2Q59tcOk3n",A_Rakhman
1,@butteurfly Diskon 60% dong 😭,trauruss02
2,"@BankSinarmas Membuat catatan/daftar pengeluaran, Kurangi belanja dadakan saat diskon, belanja kebutuhan pokok sekali seminggu agar tak mubazir berlebihan karena busuk, bawa bekal biar hemat &amp; lebih higienis, hindari gengsi gak usah ikutan gaya kekinian yg penting rapi #gajiangakbabalas",dinata_eva
3,BIG BAD WOLF BOOK SALE MEDAN DIBUKA HARI INI! Kunjungi bazaar buku terbesar dg diskon 60%-80% untuk semua buku impor. Buka 24 Jam nonstop mulai 2-12 November 2018. Gratis biaya masuk gedung!  Aku tunggu kedatanganmu di sarangku Wolfies Medan! #auuwsome #BBWMedan2018 #mandiriBBW https://t.co/meT4GxMSm2,BBWBooks_ID
4,@BankSinarmas Pastinya harus menggunakan uang sesuai anggaran bulanan yg sdh direncanakan. Jangan tergiur oleh promo2 atau diskon. Karena itu bisa membuat Anda gelap mata😁. #gajiangabablas  @fiqriimamah @niasudiro14 @a_lhien23 @UmiUlayah @_ULuQ_,wina_win15
5,"Matahari lagi diskon, Langit selesai ngambek.",sulistyodanang
6,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
7,katalogpromosi: Buat kalian yang bisa jajan di ALFAMART - Yuk di cek dulu Katalog Belanja ALFAMART Periode 01-15 November 2018 | Mana tau ada diskon buat produk yang lagi kalian pengen beli | Lihat yuk selengkapnya disini https://t.co/xcBjlOXusi,zuvliet
8,"Belanja terus""an di BAZAAR RAYA Rekening Ponsel Banyak dapet keuntungan , selain dapet diskon 50% Bisa juga Menangin Wheel Of Fortune , bisa juga kita narsis di photobooth, yuks ramein… https://t.co/AhY6RQpNJ2",NovitaHermayaS
9,Buat kalian yang bisa jajan di ALFAMART - Yuk di cek dulu Katalog Belanja ALFAMART Periode 01-15 November 2018 | Mana tau ada diskon buat produk yang lagi kalian pengen beli | Lihat yuk selengkapnya disini https://t.co/tqA8sL8MQk,katalogpromosi
10,Hmm spao x sailormoon udah mulai diskon. Beli yg harpot entaran aja ah,intansf7
11,@Detrackzone DIH aku anak apa aja yg penting diskon kak,araaichi
12,@dsuperboy Anak kos juga yang paling tau dimana ada tempat nongkrong yang baru buka dengan harga menu yg diskon setengah harga. Biar tetep elit tapi low-budget 🤣,FerdinanRepigus
13,@PTJASAMARGA Harusnya tol digratiskan atau diskon jika ada pekerjaan fatal,yunanto41
14,Help RT  PO Wanna One Power Of Destiny album  250k + poster (diusahakan)  Fix price  Beli &gt;5pcs diskon 10k/pcs  Lucky draw✔️ Freebies ✔️ Shopee ✔️ Ready pertengahan/akhir desember  More info https://t.co/TpuQuAlnHP,pengabdioppaa
