,tweet,user
0,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
1,miskin level: liat-liat barang di toko mahal sambil pura-pura buka hp balesin chat padahal lagi buka kalkulator ngitungin harga setelah diskon eh tetep aja duitnya gak cukup 🤷,ririnriandini
2,"Hapus tangismu Sayang, bedak dan gincumu boleh saja luntur, tapi kebahagiaanmu adalah harga pas tanpa potongan diskon.  @PelangiPuisi",DaniPranantya
3,"DISKON BESAR, Peninggi Badan Tiens Murah, 100%herbal. #info 29A2D527, PIN 29A2D527 #pekalongan #pati #jepara Jualank ##InfoJatim #Retweet",PeninggiGrosir
4,"assalamualaikum... yg mau harga diskon 50% segera chat saya yaa...😍😍 grab it fast ! ada parfum, lipstik matte, shampoo anti ketombe, dompet, dll",Baiq_Renni
5,Ragam Diskon Motor Sport di IMOS 2018 https://t.co/NQ6JHMikSf,DeniRahm4n
6,"si Ibu teracuni face oil dan akhirnya beli juga, trus mumpung the ordinary rosehip oil lagi diskon di beautyhaul. Semesta mendukung 🌍❤",satooriemma
7,kenapa ya awal november ini berasa banyak diskon bersliweran,iyaiyas
8,@w1_bjy00 yodaah diskon deeh/? Kan jaman skrg banyak diskonan wkwk,96joyipark
9,"@wonyhoungi Selamat datang kembali, kebetulan hari ini ada diskon :)",joenjkey
10,@wqwq_jkt48 Dah kelar diskon payday,domonyadomo
11,"Ya Allah, hindarkanlah hamba dari barang diskon yang sebenarnya belum tentu hamba butuhkan.",dimedwin
12,"selama kalo liat promo diskon 70% + 30% dalem hati langsung bilang ""ini jadi gratis dong?""  ITU TANDANYA ANDA MASIH MISKIN",bayu_joo
13,Mumpung lagi diskon LAP X KANG DANIEL  Yang mau langsung PC aja ya 😊  Sweater/hoodie Nomer 1 harganya 275k Nomer 2 harganya 370k Nomer 3 harganya 400k Nomer 4 harganya 430k  Tas Nomer 1 harganya 190k Nomer 2 harganya 400k Nomer 3 harganya 530k https://t.co/udGpGBeJXF,nawannass
14,"Yuuuhuuu.... Kita semua lolos dapet Discount BC 50% diluar Diskon Member, bisa beli produk favorite dengan harga superrrr muràaah 💛💛💛  Jangan lupa yaa semuaaaa 😘😘😘 Mba Asti Mursugeng, Santi Majid, Beby Nadine, Erni... https://t.co/Bh4PBClR1J",odnaymaufar
