,tweet,user
0,"NT 98006 DONUT HOUSE SCENARIO  Weight : 0,24 Kg Dimension :length 22cm→width 6 cm→height 18 cm Pieces :116pcs  Price : Rp. 120.000 diskon 35% menjadi Rp. 78.000 SELAMAT SIANG GUYS… https://t.co/4LzRQz5CuK",Funbrick_KRWC
1,"Nantikan ""IKOMA SHOPPING DAY"" tanggal 11 bulan 11 (November). BIG SALE BIG SALE BIG SALE  Telp/WA 08116540877 https://t.co/AnyvPZFbeN  Nb: Ikoma Indonesia tidak pernah memberikan diskon dengan menaikkan harga produk terlebih dahulu seperti yang lainnya. #harbolnas https://t.co/UVCsIWkIpV",ikomaindonesia
2,"Saatnya manjakan diri anda dengan aneka koleksi terbaru dari Ceria (Pasar Atom Tahap I Lt, 3, BA 70). Dapatkan diskon khusus aneka pakaian wanita mulai dari 50K. https://t.co/8P0tqSEMWl",pasaratom
3,"Pilihan partai boleh beda Pilihan Mobil TOYOTA aja Bulan ini, bulan paling untung beli TOYOTA DISKON nya Besar DP nya Ringan HADIAH nya Banyak* UNIT nya Ready* Yukk buruan Pesan TOYOTA nya Sekarang, Hub DIMAS ADHITYA 0821.6520.2000 https://t.co/oPEvci1uOX - MELAYANI DENGAN HATI - https://t.co/NRRcUYgslz",dimasadhtya
4,"{NP} DISKON KHUSUS AKHIR TAHUN! Silakan lgsg cek Shopee 😀  Ready Stock cleanser dan toner (Cosrx, Cetaphil dan Senka) yg dicari-cari 😉  Harganya lebih murah dari di store!  Shopee ✔ GO-Send ✔ https://t.co/rByD0rEU1Z",New_preloved
5,"Min @myXL tadi saya liat di *123# ada diskon 20% untuk pembelian kuota 35 gb. Nah setelah saya isi pulsa, promo diskonnya jadi hilang ya? Yang salah siapa ya?",jumtankaje
6,@educationfess Oiya kalau ada yg mau beli paket ruangguru 1/2 th pake kode referral ku noraakjvvq bisa dapet diskon :) :),noyaaaj
7,"Evalube Hadir di IMOS 2018, Ada Diskon 20% https://t.co/iIYQ5tu498",temponewsroom
8,"Evalube Hadir di IMOS 2018, Ada Diskon 20% https://t.co/lChIxurK2S",korantempo
9,"Evalube Hadir di IMOS 2018, Ada Diskon 20% https://t.co/zzSOnT1n8w",tempodotco
10,Nikmati Promo of The Week booking hotel murah di Indonesia  diskon s.d 67% https://t.co/dQ1yyKMDys  #PromoHotel #HotelMurah #Liburan #Hotel,TYNS_TRAVEL
11,Persamaannya adalah... Sama-sama lagi diskon s.d 1 juta (ada 50 rute lho!) Oke banget kan buat liburan akhir taun? 🥳  Buruan cek kode kupon tiket pesawat di sini https://t.co/lxDEHY1O3O https://t.co/Lr9NhyfpnV,traveloka
12,"grup orang rumah gue ramenya klo ada voucher diskon sama info anak anjing doang, giliran ngabarin pulang malem sama nanya barang kaga ada yg bales ckck",krezy_kresen
13,@secawanmaduu apa makna nya diskon 1%🙃🙃,tehdumdum
14,Simak bagaimana Google mampu menelusuri kompleksitas perjalanan digital oleh Suresh Mylavarapu di #gdpicon2018!  Gunakan kode promo KUMPARAN20 untuk penambahan diskon! https://t.co/uudkL9ymSD https://t.co/JytReWnBGz,kumparan
